,ag_id,ag_name,ag_long,ag_lat,ag_flux_peak,classification,Vc,nNL,tau,dtau,hcop_D,hcop_NG,hcop_Tastar,hcop_dTastar,hcop_Vlsr,hcop_dVlsr,hcop_fwhm,hcop_dfwhm,hcop_ii,hcop_dii,hcop_signoise,hcop_Pfit,hcop_iisnr,hcop_Rf,hcop_HR,hcop_Rs,hnc_D,hnc_NG,hnc_Tastar,hnc_dTastar,hnc_Vlsr,hnc_dVlsr,hnc_fwhm,hnc_dfwhm,hnc_ii,hnc_dii,hnc_signoise,hnc_Pfit,hnc_iisnr,hnc_Rf,hnc_HR,hnc_Rs,n2hp_D,n2hp_NG,n2hp_Tastar,n2hp_dTastar,n2hp_Vlsr,n2hp_dVlsr,n2hp_fwhm,n2hp_dfwhm,n2hp_ii,n2hp_dii,n2hp_signoise,n2hp_Pfit,n2hp_iisnr,n2hp_Rf,n2hp_HR,n2hp_Rs,hcn_D,hcn_NG,hcn_Tastar,hcn_dTastar,hcn_Vlsr,hcn_dVlsr,hcn_fwhm,hcn_dfwhm,hcn_ii,hcn_dii,hcn_signoise,hcn_Pfit,hcn_iisnr,hcn_Rf,hcn_HR,hcn_Rs,h13cop_D,h13cop_NG,h13cop_Tastar,h13cop_dTastar,h13cop_Vlsr,h13cop_dVlsr,h13cop_fwhm,h13cop_dfwhm,h13cop_ii,h13cop_dii,h13cop_signoise,h13cop_Pfit,h13cop_iisnr,h13cop_Rf,h13cop_HR,h13cop_Rs,hn13c_D,hn13c_NG,hn13c_Tastar,hn13c_dTastar,hn13c_Vlsr,hn13c_dVlsr,hn13c_fwhm,hn13c_dfwhm,hn13c_ii,hn13c_dii,hn13c_signoise,hn13c_Pfit,hn13c_iisnr,hn13c_Rf,hn13c_HR,hn13c_Rs,13cs_D,13cs_NG,13cs_Tastar,13cs_dTastar,13cs_Vlsr,13cs_dVlsr,13cs_fwhm,13cs_dfwhm,13cs_ii,13cs_dii,13cs_signoise,13cs_Pfit,13cs_iisnr,13cs_Rf,13cs_HR,13cs_Rs,13c34s_D,13c34s_NG,13c34s_Tastar,13c34s_dTastar,13c34s_Vlsr,13c34s_dVlsr,13c34s_fwhm,13c34s_dfwhm,13c34s_ii,13c34s_dii,13c34s_signoise,13c34s_Pfit,13c34s_iisnr,13c34s_Rf,13c34s_HR,13c34s_Rs,hc13ccn_D,hc13ccn_NG,hc13ccn_Tastar,hc13ccn_dTastar,hc13ccn_Vlsr,hc13ccn_dVlsr,hc13ccn_fwhm,hc13ccn_dfwhm,hc13ccn_ii,hc13ccn_dii,hc13ccn_signoise,hc13ccn_Pfit,hc13ccn_iisnr,hc13ccn_Rf,hc13ccn_HR,hc13ccn_Rs,hnco404_D,hnco404_NG,hnco404_Tastar,hnco404_dTastar,hnco404_Vlsr,hnco404_dVlsr,hnco404_fwhm,hnco404_dfwhm,hnco404_ii,hnco404_dii,hnco404_signoise,hnco404_Pfit,hnco404_iisnr,hnco404_Rf,hnco404_HR,hnco404_Rs,ch3cn_D,ch3cn_NG,ch3cn_Tastar,ch3cn_dTastar,ch3cn_Vlsr,ch3cn_dVlsr,ch3cn_fwhm,ch3cn_dfwhm,ch3cn_ii,ch3cn_dii,ch3cn_signoise,ch3cn_Pfit,ch3cn_iisnr,ch3cn_Rf,ch3cn_HR,ch3cn_Rs,hc3n_D,hc3n_NG,hc3n_Tastar,hc3n_dTastar,hc3n_Vlsr,hc3n_dVlsr,hc3n_fwhm,hc3n_dfwhm,hc3n_ii,hc3n_dii,hc3n_signoise,hc3n_Pfit,hc3n_iisnr,hc3n_Rf,hc3n_HR,hc3n_Rs,hnco413_D,hnco413_NG,hnco413_Tastar,hnco413_dTastar,hnco413_Vlsr,hnco413_dVlsr,hnco413_fwhm,hnco413_dfwhm,hnco413_ii,hnco413_dii,hnco413_signoise,hnco413_Pfit,hnco413_iisnr,hnco413_Rf,hnco413_HR,hnco413_Rs,c2h_D,c2h_NG,c2h_Tastar,c2h_dTastar,c2h_Vlsr,c2h_dVlsr,c2h_fwhm,c2h_dfwhm,c2h_ii,c2h_dii,c2h_signoise,c2h_Pfit,c2h_iisnr,c2h_Rf,c2h_HR,c2h_Rs,sio_D,sio_NG,sio_Tastar,sio_dTastar,sio_Vlsr,sio_dVlsr,sio_fwhm,sio_dfwhm,sio_ii,sio_dii,sio_signoise,sio_Pfit,sio_iisnr,sio_Rf,sio_HR,sio_Rs,h41a_D,h41a_NG,h41a_Tastar,h41a_dTastar,h41a_Vlsr,h41a_dVlsr,h41a_fwhm,h41a_dfwhm,h41a_ii,h41a_dii,h41a_signoise,h41a_Pfit,h41a_iisnr,h41a_Rf,h41a_HR,h41a_Rs
1268,AG1269,AGAL323.171+00.139_S,323.171,0.139,0.71,A,-66.15,5,0.0,0.0,Y,2,0.471,0.028,-63.1,0.142,13.822,0.334,3.338,0.241,0.13,0.96,13.839,1.018,0,25,Y,1,0.38,0.044,-66.45,0.174,2.952,0.41,1.627,0.239,0.161,1.0,6.798,0.955,0,4,Y,1,0.294,0.045,-66.907,0.123,1.699,0.29,0.593,0.122,0.125,0.518,4.845,1.361,0,81,Y,3,0.294,0.031,-65.245,0.327,4.606,0.555,2.471,0.218,0.13,0.155,11.356,1.255,0,55,M,1,0.129,0.035,-66.545,0.407,2.862,0.958,0.517,0.153,0.126,0.572,3.387,0.539,0,61,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25
2532,AG2533,AGAL340.311-00.436_S,340.311,-0.436,1.27,A,-47.96,4,0.0,0.0,Y,1,0.29,0.031,-48.24,0.241,4.49,0.567,1.636,0.188,0.138,0.492,8.695,1.156,0,44,Y,1,0.346,0.04,-47.951,0.196,3.603,0.462,1.306,0.184,0.159,0.995,7.093,0.8,0,7,Y,3,0.251,0.035,-47.664,0.209,3.061,0.453,1.189,0.207,0.135,0.948,5.736,0.886,0,36,Y,3,0.152,0.041,-48.95,0.765,4.575,1.119,1.713,0.23,0.143,0.981,7.435,0.916,0,41,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37
2528,AG2529,AGAL340.298+00.541_S,340.298,0.541,1.44,A,-57.48,4,0.0,0.0,Y,1,0.209,0.032,-57.75,0.348,4.512,0.821,1.462,0.209,0.144,0.947,7.01,1.076,0,65,Y,1,0.198,0.032,-57.203,0.358,4.219,0.844,1.063,0.174,0.142,0.182,6.097,0.996,0,30,Y,1,0.375,0.05,-57.569,0.127,2.04,0.299,0.665,0.155,0.151,0.178,4.298,0.903,0,76,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,M,3,0.171,0.041,-57.591,0.267,2.477,0.628,0.795,0.251,0.146,0.531,3.171,1.192,0,56,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48
1965,AG1966,AGAL334.651+00.469_S,334.651,0.469,0.63,A,-65.86,5,0.0,0.0,Y,1,0.709,0.039,-66.33,0.079,2.942,0.185,2.365,0.187,0.139,0.74,12.617,0.961,0,86,Y,1,0.495,0.034,-65.782,0.116,3.483,0.274,1.661,0.164,0.134,0.865,10.123,1.133,0,77,Y,3,0.519,0.043,-65.3,0.088,2.235,0.205,1.978,0.223,0.145,0.168,8.851,1.206,0,82,Y,3,0.23,0.036,-65.844,0.298,3.666,0.536,1.304,0.249,0.144,0.168,5.237,1.275,0,52,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,M,3,0.196,0.034,-65.149,0.331,3.89,0.781,1.082,0.287,0.145,0.09,3.772,1.281,0,41,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26
1301,AG1302,AGAL326.407+00.927_S,326.407,0.927,3.13,A,-42.07,7,0.0,0.0,Y,1,0.597,0.018,-42.561,0.13,8.966,0.307,6.096,0.201,0.113,0.0,30.381,2.66,1,64,Y,1,0.917,0.026,-41.996,0.054,3.831,0.128,4.76,0.171,0.108,0.0,27.907,2.814,1,100,Y,3,2.309,0.029,-41.639,0.016,2.89,0.035,13.688,0.212,0.113,0.0,64.569,2.259,1,112,Y,1,0.302,0.012,-44.237,0.404,20.561,0.976,6.987,0.254,0.113,0.0,27.463,2.071,1,119,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,Y,1,0.297,0.025,-41.833,0.176,4.193,0.413,1.792,0.161,0.108,0.313,11.126,1.455,0,42,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,3,0.494,0.03,-41.733,0.09,3.03,0.212,2.186,0.2,0.114,0.742,10.923,1.214,0,60,Y,1,0.134,0.017,-44.655,0.687,8.904,1.802,1.408,0.159,0.113,0.012,8.846,1.158,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35
2526,AG2527,AGAL340.284-00.401_S,340.284,-0.401,0.47,A,-50.28,6,0.0,0.0,Y,1,0.529,0.029,-50.317,0.131,4.845,0.308,2.919,0.195,0.135,0.686,14.998,1.147,0,40,Y,1,0.659,0.035,-50.428,0.085,3.224,0.201,2.422,0.173,0.134,0.467,13.975,1.377,0,24,Y,3,0.709,0.037,-50.11,0.057,2.463,0.132,3.328,0.218,0.133,0.049,15.273,1.063,0,62,Y,3,0.366,0.035,-50.558,0.179,3.691,0.311,3.265,0.27,0.142,0.665,12.104,1.104,0,34,M,1,0.231,0.042,-50.121,0.246,2.663,0.579,0.563,0.171,0.144,0.932,3.3,0.918,0,26,Y,1,0.285,0.057,-50.335,0.14,1.504,0.33,0.729,0.146,0.142,0.864,4.974,1.141,0,36,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
1264,AG1265,AGAL322.521+00.636_S,322.521,0.636,2.18,A,-55.48,8,0.0,0.0,Y,1,1.148,0.027,-55.631,0.058,5.165,0.136,6.595,0.185,0.127,0.0,35.569,2.511,1,58,Y,1,1.139,0.031,-55.419,0.047,3.49,0.111,4.472,0.172,0.124,0.05,26.052,1.253,0,37,Y,3,1.17,0.034,-55.392,0.035,2.702,0.078,6.204,0.218,0.129,0.129,28.455,1.375,0,44,Y,3,0.503,0.034,-55.624,0.2,5.172,0.285,6.785,0.265,0.13,0.018,25.617,1.473,0,67,Y,1,0.39,0.05,-55.23,0.101,1.578,0.237,0.591,0.147,0.131,0.181,4.021,0.729,0,35,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46,Y,1,0.422,0.037,-55.484,0.102,2.348,0.241,1.376,0.164,0.122,0.243,8.41,1.297,0,50,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,Y,3,0.336,0.045,-55.321,0.113,1.659,0.267,0.883,0.177,0.129,0.426,4.981,1.241,0,62,Y,1,0.139,0.022,-55.124,0.683,8.616,1.644,1.336,0.198,0.134,0.928,6.759,0.917,0,46,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73
2500,AG2501,AGAL340.119-00.022_S,340.119,-0.022,0.37,A,-121.71,3,0.0,0.0,Y,1,0.718,0.035,-121.68,0.077,3.176,0.182,2.851,0.185,0.133,0.801,15.409,1.199,0,69,Y,1,0.409,0.049,-121.751,0.161,2.701,0.38,1.202,0.196,0.17,1.0,6.13,0.791,0,25,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,Y,3,0.326,0.034,-121.859,0.192,3.49,0.339,2.091,0.227,0.135,0.234,9.221,0.93,0,77,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,237,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37
1287,AG1288,AGAL324.393-00.412_S,324.393,-0.412,0.69,A,-61.28,4,0.12,1.08,Y,1,0.536,0.029,-61.321,0.148,5.586,0.349,3.597,0.234,0.145,0.821,15.405,1.368,0,40,Y,1,0.485,0.057,-61.259,0.171,2.963,0.403,1.616,0.243,0.208,1.0,6.665,0.724,0,2,Y,3,0.332,0.044,-61.227,0.134,2.361,0.31,1.583,0.237,0.154,0.165,6.694,1.284,0,47,Y,3,0.279,0.038,-61.637,0.435,4.902,0.631,2.68,0.255,0.148,0.82,10.5,0.882,0,20,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23
136,AG0137,AGAL000.666-00.034_A,0.666,-0.034,137.6,A,88.35,10,0.0,0.0,Y,1,2.823,0.014,90.568,0.065,26.693,0.154,102.789,0.55,0.154,0.0,187.007,8.954,1,1896,Y,1,1.669,0.018,85.675,0.107,20.139,0.252,38.109,0.445,0.171,0.001,85.552,2.145,1,718,Y,3,0.996,0.028,86.896,0.312,14.222,0.486,18.672,0.343,0.155,0.019,54.428,1.677,1,154,Y,1,3.006,0.015,91.368,0.062,26.252,0.146,106.138,0.534,0.156,0.0,198.758,9.004,1,1339,Y,1,0.281,0.02,86.553,0.532,12.632,1.393,3.995,0.263,0.157,0.032,15.17,1.576,1,246,Y,1,0.171,0.022,84.303,0.781,11.397,1.959,2.128,0.253,0.159,0.074,8.413,1.508,1,191,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,661,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,963,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,Y,1,0.636,0.011,65.685,0.475,36.644,1.256,28.51,0.453,0.157,0.0,62.93,2.831,1,282,Y,1,2.939,0.016,60.956,0.055,20.248,0.131,66.008,0.394,0.156,0.0,167.53,3.773,1,315,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Y,1,0.42,0.016,84.985,0.434,19.403,1.125,9.382,0.33,0.155,0.031,28.415,1.481,0,608,Y,1,0.467,0.018,86.76,0.361,17.897,0.89,9.16,0.339,0.161,0.001,26.982,1.891,1,189,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100
1305,AG1306,AGAL326.449-00.749_S,326.449,-0.749,3.1,A,-66.2,7,0.15,0.33,Y,1,0.388,0.022,-65.955,0.263,9.322,0.62,3.973,0.233,0.142,0.881,17.027,0.883,0,16,Y,1,0.4,0.028,-66.066,0.169,4.891,0.398,1.993,0.171,0.131,0.285,11.641,0.986,0,33,Y,3,0.872,0.034,-66.377,0.057,3.204,0.116,5.454,0.233,0.139,0.286,23.4,1.158,0,30,Y,3,0.168,0.043,-66.377,1.315,10.725,2.226,3.166,0.261,0.142,0.629,12.141,1.173,0,42,M,1,0.257,0.048,-66.595,0.173,1.912,0.407,0.529,0.149,0.138,0.857,3.548,0.719,0,40,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,M,1,0.223,0.034,-66.707,0.266,3.215,0.627,0.562,0.15,0.133,0.097,3.747,0.98,0,46,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,M,3,0.215,0.042,-66.537,0.193,2.385,0.453,0.867,0.219,0.137,0.926,3.954,0.901,0,32,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32
1284,AG1285,AGAL324.161+00.264_S,324.161,0.264,0.73,A,-84.72,3,0.0,0.0,Y,1,0.663,0.054,-84.746,0.127,3.064,0.298,2.176,0.244,0.202,0.667,8.92,1.022,0,51,M,1,0.401,0.073,-84.665,0.251,2.831,0.587,0.916,0.287,0.26,0.999,3.196,1.078,0,2,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46,Y,3,0.58,0.062,-84.613,0.113,2.26,0.254,2.335,0.333,0.206,0.734,7.016,0.794,0,26,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27
